"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ICAM1.2",1.74884153655019e-87,-8.67431789594891,0.231,0.448,2.44837815117027e-85,"17","ICAM1"
"FAS.2",8.91070506669603e-87,-4.55591329174867,0.071,0.268,1.24749870933744e-84,"17","FAS"
"KIR2DL3.2",2.41789980403633e-75,-16.3675981656415,0.177,0.312,3.38505972565087e-73,"17","KIR2DL3"
"CD2.2",5.37311401419088e-73,-8.1616922769161,0.2,0.38,7.52235961986724e-71,"17","CD2"
"FCGR3A.2",1.43616785260583e-72,-10.9067236254017,0.807,0.828,2.01063499364816e-70,"17","FCGR3A"
"SLAMF7.1",2.03695252370477e-66,-4.50038915457649,0.011,0.134,2.85173353318667e-64,"17","SLAMF7"
"human(TCR).1.1",2.10398010791136e-65,0.78213250047739,0.037,0.19,2.94557215107591e-63,"17","human(TCR).1"
"KLRG1.1",2.21686503603157e-63,-9.87902700980431,0.036,0.169,3.1036110504442e-61,"17","KLRG1"
"CD44.2",4.8015538766207e-58,-3.90845794622326,0.541,0.684,6.72217542726898e-56,"17","CD44"
"ITGAX.2",1.71940949555426e-56,-14.6554487789006,0.381,0.546,2.40717329377596e-54,"17","ITGAX"
"CX3CR1.2",2.23952325100793e-56,-3.10176376477283,0.037,0.171,3.13533255141111e-54,"17","CX3CR1"
"KIR2DL1.2",3.37102669744387e-55,-13.5184924355856,0.105,0.202,4.71943737642142e-53,"17","KIR2DL1"
"human(TCR) .1",7.08189364980104e-54,-3.55030849709506,0.029,0.155,9.91465110972146e-52,"17","human(TCR) "
"KIR3DL1.2",1.28616622575861e-49,-18.6289364706481,0.077,0.186,1.80063271606206e-47,"17","KIR3DL1"
"IFNGR1.1",4.21531607193318e-45,-5.61693452426051,0.007,0.091,5.90144250070646e-43,"17","IFNGR1"
"CD58.1",3.25388661603185e-38,-4.58832069981617,0.009,0.084,4.55544126244459e-36,"17","CD58"
"CD226.1",9.93043344259925e-38,-5.74906926218344,0.003,0.067,1.3902606819639e-35,"17","CD226"
"CLEC12A.1",4.06438893863431e-36,-11.8467284750441,0.063,0.168,5.69014451408803e-34,"17","CLEC12A"
"CD82.2",1.60576601913444e-32,-6.55621840616958,0.002,0.057,2.24807242678822e-30,"17","CD82"
"TNFRSF14.1",6.72590667337832e-30,-5.30128185644031,0.001,0.051,9.41626934272964e-28,"17","TNFRSF14"
"C5AR1.1",3.13230499720357e-29,-6.71923789089034,0.016,0.086,4.385226996085e-27,"17","C5AR1"
"ANPEP.2",3.38612048038006e-26,-10.7100734849153,0.043,0.121,4.74056867253209e-24,"17","ANPEP"
"HLA-E.2",1.16176276925702e-24,-4.21597512527853,0.022,0.085,1.62646787695983e-22,"17","HLA-E"
"CD33.1",6.05347687389469e-24,-27.9943920892066,0.083,0.17,8.47486762345256e-22,"17","CD33"
"ITGA1.2",2.19988225793873e-22,-14.6656695364451,0.096,0.17,3.07983516111422e-20,"17","ITGA1"
"TFRC.2",5.68551285942877e-22,-17.0705755354409,0.003,0.042,7.95971800320028e-20,"17","TFRC"
"IL3RA.1",3.73161193565212e-21,-9.07533794097213,0.044,0.117,5.22425670991297e-19,"17","IL3RA"
"B3GAT1.2",1.37191891409318e-20,-10.0009247038795,0.212,0.131,1.92068647973045e-18,"17","B3GAT1"
"ICOS.2",1.38475427505479e-19,-9.45469625114169,0.006,0.047,1.93865598507671e-17,"17","ICOS"
"ITGAE.2",2.84370604246966e-18,-11.1075742803738,0.063,0.132,3.98118845945752e-16,"17","ITGAE"
"FCGR2A.2",3.67740278930619e-18,-13.7635431218219,0.022,0.075,5.14836390502867e-16,"17","FCGR2A"
"ENTPD1.2",3.37939018265914e-17,-14.086177186912,0.038,0.093,4.7311462557228e-15,"17","ENTPD1"
"PECAM1.2",1.81646632483072e-16,-5.71411337695494,0.021,0.069,2.54305285476301e-14,"17","PECAM1"
"Human-Ig.1",6.51198461411401e-16,-16.7991678351221,0.006,0.042,9.11677845975961e-14,"17","Human-Ig"
"CD28.2",1.1448105760898e-15,-9.38046753788821,0.007,0.042,1.60273480652572e-13,"17","CD28"
"CD52.2",1.52408062120199e-15,-6.20373390189241,0.009,0.045,2.13371286968279e-13,"17","CD52"
"CD101.1",4.6218356998257e-15,-4.55415206252018,0.015,0.055,6.47056997975598e-13,"17","CD101"
"ITGB7.1",5.24092685597812e-15,-9.11128916267655,0.018,0.061,7.33729759836936e-13,"17","ITGB7"
"CD8A.2",1.13616253930018e-14,-12.6480256377548,0.307,0.365,1.59062755502026e-12,"17","CD8A"
"CD5.2",1.43149087600515e-14,-10.6750550843092,0.032,0.062,2.00408722640721e-12,"17","CD5"
"CR1.2",1.75234707684594e-14,-15.3796472876008,0.044,0.096,2.45328590758431e-12,"17","CR1"
"FCGR1A.1",2.6932379858923e-14,-13.473028733364,0.032,0.081,3.77053318024922e-12,"17","FCGR1A"
"IGKC.2",3.41978010117401e-14,-16.581724856296,0.009,0.044,4.78769214164361e-12,"17","IGKC"
"SELL.2",1.28613729588169e-13,-6.60077939602525,0.254,0.307,1.80059221423437e-11,"17","SELL"
"CD4.2",3.39707731084358e-13,-11.6397259698128,0.011,0.041,4.75590823518101e-11,"17","CD4"
"BTLA.1",7.89636058193937e-13,-3.96979389515034,0.005,0.034,1.10549048147151e-10,"17","BTLA"
"CD86.1",1.48152063381585e-12,-15.6861612614103,0.03,0.075,2.07412888734218e-10,"17","CD86"
"DPP4.2",4.47809049166747e-12,-7.99234121041231,0.012,0.043,6.26932668833446e-10,"17","DPP4"
"HLA-DRA.1",7.53011638389895e-12,-5.76121503311383,0.024,0.062,1.05421629374585e-09,"17","HLA-DRA"
"CD3D.2",9.63339139468598e-12,-13.063285962107,0.096,0.106,1.34867479525604e-09,"17","CD3D"
"GGT1.1",2.25312123427674e-11,-12.1030304712995,0.002,0.023,3.15436972798744e-09,"17","GGT1"
"CD14.1",4.56130298106258e-11,-4.052503873845,0.026,0.065,6.38582417348761e-09,"17","CD14"
"CD45RO",4.76831607627574e-10,-4.08744604153439,0.008,0.033,6.67564250678603e-08,"17","CD45RO"
"TCR-AB.2",8.31941138278341e-10,-15.3423899279475,0.039,0.065,1.16471759358968e-07,"17","TCR-AB"
"OLR1.1",1.06866879095814e-09,-13.857938350846,0.014,0.043,1.49613630734139e-07,"17","OLR1"
"LAMP1.1",1.53187869525751e-09,-7.84341952073031,0.004,0.026,2.14463017336051e-07,"17","LAMP1"
"IGHM.1",2.5877191592579e-09,-13.7883423677367,0.006,0.027,3.62280682296107e-07,"17","IGHM"
"ITGA6.2",7.07821797047253e-09,-3.95154182874549,0.009,0.031,9.90950515866154e-07,"17","ITGA6"
"TNFRSF9.1",1.31466224029377e-08,-4.56713109032771,0.001,0.017,1.84052713641128e-06,"17","TNFRSF9"
"SIGLEC1",1.82188642665112e-07,-2.9982893722768,0.003,0.02,2.55064099731157e-05,"17","SIGLEC1"
"LAG3",3.28688947093895e-07,-2.43055223603499,0.003,0.018,4.60164525931453e-05,"17","LAG3"
"ITGA2B",2.16275211191304e-06,-4.00621439359553,0.018,0.032,0.000302785295667825,"17","ITGA2B"
"IL7R.2",2.18504701261205e-06,-5.70405413402202,0.008,0.026,0.000305906581765686,"17","IL7R"
"CD163",2.54782886566205e-06,-2.51551070391485,0.017,0.039,0.000356696041192687,"17","CD163"
"ITGA2",5.1347118179999e-06,-5.0120404832512,0.003,0.015,0.000718859654519987,"17","ITGA2"
"CD36",8.20732705432374e-06,-6.23943649721526,0.006,0.022,0.00114902578760532,"17","CD36"
"CD1C.1",1.42148152223683e-05,-15.6220944098673,0.028,0.052,0.00199007413113156,"17","CD1C"
"PVR.1",1.92580900291264e-05,-3.51721371721373,0.006,0.02,0.00269613260407769,"17","PVR"
"TNFRSF4.1",5.5690723989417e-05,-2.97435827080628,0.002,0.011,0.00779670135851838,"17","TNFRSF4"
"MS4A1",5.7930239565363e-05,-12.1274890379625,0.003,0.014,0.00811023353915082,"17","MS4A1"
"CD19",0.000215966473723184,-9.35079088659057,0.044,0.066,0.0302353063212457,"17","CD19"
"CD27.2",0.000240590056037278,-9.25926299866146,0.056,0.07,0.0336826078452189,"17","CD27"
"LILRB1.1",0.000546417967505868,-2.95516476126811,0.003,0.012,0.0764985154508215,"17","LILRB1"
"CD40",0.000635046555746257,-5.9161441879152,0.035,0.049,0.088906517804476,"17","CD40"
"MCAM",0.000759016929199537,-6.52017608002463,0.023,0.042,0.106262370087935,"17","MCAM"
"CD24",0.000795201790654996,-6.08001020095227,0.003,0.011,0.111328250691699,"17","CD24"
"TNFRSF13C",0.000857701479100138,-5.10289691588393,0.01,0.019,0.120078207074019,"17","TNFRSF13C"
"IL2RA.1",0.00158412257335085,-10.8570549317583,0.006,0.016,0.221777160269119,"17","IL2RA"
"NT5E.2",0.00205897411053189,-9.48540856175225,0.02,0.034,0.288256375474465,"17","NT5E"
"SELP",0.00256666073379826,-5.95821164215898,0.008,0.017,0.359332502731756,"17","SELP"
"FCER2.1",0.00268551865279395,-1.6447707998611,0.003,0.01,0.375972611391153,"17","FCER2"
"CD22.1",0.00272045061424581,-10.5363451503347,0.031,0.047,0.380863085994414,"17","CD22"
"IGHD.1",0.00333201586658113,-19.7299146696911,0.044,0.062,0.466482221321359,"17","IGHD"
"CCR4",0.00599063869932045,-10.7291413314293,0.018,0.03,0.838689417904864,"17","CCR4"
"NCAM1.3",0,11.8063119341006,0.88,0.562,0,"18","NCAM1"
"CD99.3",0,1.1433796082256,0.465,0.923,0,"18","CD99"
"FCGR3A.3",3.3948855172264e-297,-18.5037344456512,0.496,0.868,4.75283972411697e-295,"18","FCGR3A"
"SELL.3",9.09098149163334e-256,-0.208939803480582,0.711,0.245,1.27273740882867e-253,"18","SELL"
"CD44.3",1.11243305632e-251,2.4623501631739,0.888,0.634,1.55740627884801e-249,"18","CD44"
"CD38.2",1.70368497600054e-169,-2.05131002898832,0.548,0.863,2.38515896640075e-167,"18","CD38"
"ICAM1.3",2.52680724385171e-156,-4.57439185025282,0.715,0.378,3.53753014139239e-154,"18","ICAM1"
"ADGRG1.3",1.47312723996166e-144,-4.92255693304026,0.307,0.668,2.06237813594632e-142,"18","ADGRG1"
"CD45.3",7.18947449209878e-117,-0.610796038549965,0.523,0.819,1.00652642889383e-114,"18","CD45"
"ITGAL.3",8.83166097038312e-99,-2.50916746350439,0.89,0.975,1.23643253585364e-96,"18","ITGAL"
"KIR2DL3.3",2.69583713207793e-91,-8.02869823790807,0.08,0.321,3.7741719849091e-89,"18","KIR2DL3"
"TFRC.3",1.40435110496084e-81,7.77788562690979,0.152,0.021,1.96609154694518e-79,"18","TFRC"
"HLA-A.2",1.14667485877178e-80,-0.148025926056736,0.271,0.543,1.60534480228049e-78,"18","HLA-A"
"CD48.3",5.94537432155108e-78,-0.686479355805601,0.561,0.8,8.32352405017151e-76,"18","CD48"
"CD8A.3",6.6635610793301e-68,-3.45129017324157,0.16,0.383,9.32898551106214e-66,"18","CD8A"
"KLRD1.3",4.17441414253626e-63,-1.54315298905998,0.865,0.673,5.84417979955077e-61,"18","KLRD1"
"KIR2DL1.3",9.45526011526128e-63,-7.97135678770519,0.04,0.208,1.32373641613658e-60,"18","KIR2DL1"
"CX3CR1.3",7.30851148604243e-62,-3.44196418708974,0.022,0.17,1.02319160804594e-59,"18","CX3CR1"
"CD244.2",1.95782833665021e-51,-0.57649240096412,0.574,0.764,2.74095967131029e-49,"18","CD244"
"B3GAT1.3",2.08781347920452e-48,-13.2887948447743,0.03,0.158,2.92293887088633e-46,"18","B3GAT1"
"KIR3DL1.3",4.44249852307461e-45,-13.2013286859142,0.049,0.187,6.21949793230446e-43,"18","KIR3DL1"
"ITGA1.3",4.65767379611919e-44,0.618984903766615,0.295,0.141,6.52074331456687e-42,"18","ITGA1"
"CD47.3",1.08455071679143e-39,-1.86251357780505,0.14,0.304,1.518371003508e-37,"18","CD47"
"SLAMF6.3",9.41609460820453e-38,-1.26742783218883,0.27,0.454,1.31825324514863e-35,"18","SLAMF6"
"SIGLEC7.3",1.03184140085886e-32,-15.5270371980842,0.57,0.553,1.4445779612024e-30,"18","SIGLEC7"
"KLRB1.2",1.04005695015175e-26,0.615658335217528,0.298,0.45,1.45607973021245e-24,"18","KLRB1"
"ENTPD1.3",1.7631513986217e-26,4.07360988243372,0.157,0.076,2.46841195807038e-24,"18","ENTPD1"
"KLRG1.2",9.14037905735883e-25,-2.15298725889075,0.062,0.162,1.27965306803024e-22,"18","KLRG1"
"GGT1.2",6.68544663413116e-23,-4.64779556621576,0.064,0.014,9.35962528778362e-21,"18","GGT1"
"TIGIT.3",2.50025219031446e-21,-2.4068356287656,0.153,0.272,3.50035306644025e-19,"18","TIGIT"
"CD3D.3",2.4375957499592e-18,5.30559863617134,0.042,0.113,3.41263404994289e-16,"18","CD3D"
"IL2RA.2",2.06176057957435e-16,9.22101762017334,0.041,0.011,2.88646481140409e-14,"18","IL2RA"
"CD45RA.2",2.2778136002908e-14,-1.0708832257637,0.9,0.954,3.18893904040713e-12,"18","CD45RA"
"CD81.2",4.45078670068994e-14,-1.06540120209631,0.145,0.235,6.23110138096592e-12,"18","CD81"
"CD58.2",1.16661309647102e-13,-2.10988311440543,0.028,0.079,1.63325833505943e-11,"18","CD58"
"TCR-AB.3",2.63158552454569e-12,-14.7490440717594,0.023,0.066,3.68421973436397e-10,"18","TCR-AB"
"TNFRSF9.2",3.91473542639652e-12,4.57279104591658,0.035,0.012,5.48062959695512e-10,"18","TNFRSF9"
"CD69.2",5.49822508182727e-12,4.91979127252913,0.256,0.355,7.69751511455818e-10,"18","CD69"
"CD33.2",2.3064872739426e-11,-21.1199771848046,0.224,0.148,3.22908218351963e-09,"18","CD33"
"NCR1.3",8.88368204915479e-11,-0.691898544498287,0.746,0.679,1.24371548688167e-08,"18","NCR1"
"FAS.3",9.47369135843269e-11,-0.178832145028112,0.167,0.25,1.32631679018058e-08,"18","FAS"
"ITGAX.3",2.0677531585447e-10,-6.26851415802675,0.569,0.516,2.89485442196257e-08,"18","ITGAX"
"TNFRSF14.2",4.50970664244259e-10,-2.55285922122392,0.014,0.048,6.31358929941962e-08,"18","TNFRSF14"
"HLA-E.3",6.65102651466338e-10,-1.93288221951537,0.035,0.082,9.31143712052874e-08,"18","HLA-E"
"CD7.3",1.74006318510648e-09,-10.9333334820436,0.794,0.793,2.43608845914907e-07,"18","CD7"
"Human-Ig.2",2.45838858503477e-09,-7.73496790012846,0.01,0.04,3.44174401904867e-07,"18","Human-Ig"
"ITGB1.3",1.48052696675648e-08,-0.357404336659284,0.521,0.602,2.07273775345907e-06,"18","ITGB1"
"KLRK1.3",5.83909954600996e-08,3.06074986133869,0.247,0.19,8.17473936441394e-06,"18","KLRK1"
"ITGAM.2",1.50186010328016e-06,-3.49463499077827,0.31,0.358,0.000210260414459222,"18","ITGAM"
"CD4.3",1.99460057957069e-06,-5.90270427019494,0.016,0.039,0.000279244081139896,"18","CD4"
"PDCD1",5.62470834985095e-06,4.23076436515653,0.015,0.007,0.000787459168979133,"18","PDCD1"
"CD226.2",6.3009473320197e-06,-0.133201856894563,0.033,0.061,0.000882132626482757,"18","CD226"
"IL3RA.2",6.50536991125873e-06,-2.45998990401065,0.147,0.101,0.000910751787576222,"18","IL3RA"
"IGKC.3",8.21297590530172e-06,-5.66045389256399,0.017,0.042,0.00114981662674224,"18","IGKC"
"DPP4.3",1.20717689527543e-05,-0.542107883505212,0.064,0.035,0.00169004765338561,"18","DPP4"
"CLEC12A.2",7.13323505307856e-05,-7.8597605272658,0.194,0.147,0.00998652907430999,"18","CLEC12A"
"CD36.1",0.000151756272644583,1.68356606991126,0.031,0.018,0.0212458781702416,"18","CD36"
"SLAMF7.2",0.000178833736569142,-0.780536253975384,0.088,0.12,0.0250367231196799,"18","SLAMF7"
"CD86.2",0.000287235786336279,-6.03688638844704,0.096,0.065,0.0402130100870791,"18","CD86"
"CD82.3",0.000615268599687313,1.99060994002961,0.069,0.047,0.0861376039562238,"18","CD82"
"CD45RO.1",0.000626600042540484,1.04753836815116,0.048,0.027,0.0877240059556678,"18","CD45RO"
"IFNGR1.2",0.000745816870644954,-1.23055515790066,0.056,0.082,0.104414361890294,"18","IFNGR1"
"PECAM1.3",0.00163953908441324,-2.42492770084659,0.086,0.059,0.229535471817853,"18","PECAM1"
"ITGA2.1",0.0018074808020387,2.68517692990066,0.022,0.012,0.253047312285418,"18","ITGA2"
"ANPEP.3",0.00237468812487227,-7.21418991958246,0.138,0.107,0.332456337482117,"18","ANPEP"
"human(Ig).2",0.00504195983855355,-5.73618981336238,0.241,0.249,0.705874377397497,"18","human(Ig)"
"ICOS.3",0.00783326370500886,-6.13264405744003,0.029,0.043,1,"18","ICOS"
"LAMP1.2",0.00848431335703514,6.30559874330513,0.019,0.024,1,"18","LAMP1"
"Human-Ig.3",7.32812733295526e-100,9.09967964394072,0.905,0.033,1.02593782661374e-97,"31","Human-Ig"
"IGKC.4",1.69763717921251e-88,9.9216373861269,0.833,0.036,2.37669205089751e-86,"31","IGKC"
"IGHM.2",3.46359815131215e-79,8.63339856498544,0.952,0.02,4.849037411837e-77,"31","IGHM"
"human(Ig).3",3.63062096738478e-30,5.30989623760562,0.024,0.249,5.0828693543387e-28,"31","human(Ig)"
"MS4A1.1",4.58402475516465e-07,4.12935827899158,0.167,0.012,6.41763465723051e-05,"31","MS4A1"
"CD44.4",3.90335699718535e-06,-7.88336181806227,0.333,0.665,0.000546469979605949,"31","CD44"
"CD24.1",9.86198454054081e-06,6.75434129883759,0.143,0.009,0.00138067783567571,"31","CD24"
"Mouse-IgG2a",2.30978540693766e-05,4.96737871278238,0.119,0.009,0.00323369956971273,"31","Mouse-IgG2a"
"BTLA.2",0.00012859030474053,1.74652742305961,0.19,0.029,0.0180026426636742,"31","BTLA"
"ITGA4.2",0.000279046475989147,-7.052267842386,0.238,0.521,0.0390665066384806,"31","ITGA4"
"ICAM1.4",0.000354479833814454,-12.8398447127936,0.143,0.418,0.0496271767340236,"31","ICAM1"
"CD19.1",0.000382459615554353,-2.61486680247714,0.19,0.063,0.0535443461776094,"31","CD19"
"human(TCR) .2",0.000689942058541369,-8.32064973563001,0,0.137,0.0965918881957916,"31","human(TCR) "
"HLA-DRA.2",0.000692442208745525,0.615877358618439,0.19,0.056,0.0969419092243735,"31","HLA-DRA"
"ITGB1.4",0.00107281393934125,-3.02070594522909,0.333,0.593,0.150193951507775,"31","ITGB1"
"IGHD.2",0.00150657713450154,-10.9813603007941,0.143,0.06,0.210920798830215,"31","IGHD"
"CD45.4",0.00175175138520462,-2.67430696216279,0.595,0.785,0.245245193928647,"31","CD45"
"CD38.3",0.00192381041603885,-1.99381022134677,0.976,0.825,0.269333458245439,"31","CD38"
"CD244.3",0.00260609994508808,-3.65278764765174,0.571,0.742,0.364853992312331,"31","CD244"
"KLRD1.4",0.0030284709298818,-11.2701540619208,0.69,0.695,0.423985930183452,"31","KLRD1"
"ITGB2.3",0.00369287688450382,-9.53666110244883,0.857,0.94,0.517002763830534,"31","ITGB2"
"NCR1.4",0.00461997747096978,-3.8905183628527,0.452,0.688,0.64679684593577,"31","NCR1"
"DPP4.4",0.00523005281166093,-0.252483338497162,0.167,0.038,0.73220739363253,"31","DPP4"
"human(TCR).1.2",0.00664073694898135,-5.67626869315934,0.024,0.169,0.929703172857389,"31","human(TCR).1"
"CLEC4C",0.00769536068915443,1.05242227902726,0.143,0.036,1,"31","CLEC4C"
"ADGRG1.4",0.0090940971167986,-11.0592037976341,0.667,0.625,1,"31","ADGRG1"
